"Data Source","World Development Indicators",

"Last Updated Date","2021-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Latin America & Caribbean","LCN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","49.4661047893001","50.2686712251611","51.0817570136866","51.8968991404585","52.7167438143635","53.4808958749212","54.2440016164588","55.0057378627692","55.7683182140471","56.5270450988398","57.2802993611908","58.0394129882496","58.7922109572098","59.5218905367135","60.2445185921539","60.9665112672042","61.6852054015273","62.4030028154394","63.11799429596","63.8259931090883","64.5325674201181","65.2207625420943","65.8756991008058","66.5121751146632","67.1417086928113","67.7646535599655","68.3724977470006","68.968162208696","69.5551228938957","70.1299234517735","70.6882886843101","71.2098191463172","71.7082874245472","72.193972147223","72.6848656413281","73.1710805224724","73.635688150135","74.109199959163","74.5773516400691","75.0298753482285","75.4782241099828","75.8369807661451","76.1665202762959","76.4882638228541","76.7965268771451","77.099008130836","77.3982633836542","77.6939553292037","77.983857073702","78.2670300370707","78.545693662852","78.8251638282322","79.0995239618686","79.3674574469158","79.6300603684875","79.8869109812213","80.1374393288353","80.3828961648737","80.6249912566537","80.8705575314777","81.1180900692708",
"Least developed countries: UN classification","LDC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","9.69459772547461","9.94077781822838","10.2085768363087","10.4905680739621","10.7866765085383","11.093003155094","11.4087073774724","11.7578579995576","12.1210979833612","12.5013417706164","12.8825055248832","13.301958629064","13.7482635878648","14.2002308700545","14.658119055614","14.5634569862542","15.0483125604109","15.5541915050609","16.077850043699","16.5824611779789","17.1572437655254","17.6665925740658","18.0199000366321","18.4005914229153","18.82076566819","19.2650043613189","19.7126237486505","20.1641047872522","20.6226478706113","21.058937329575","21.5091036304106","21.9333346289871","22.3355732018168","22.7241775433032","23.0625238631855","23.3857270819116","23.7079210444239","24.0395628736426","24.3650680965235","24.6910032338605","25.0240862464724","25.4114486093288","25.8292722852181","26.2616887236452","26.6953838613323","27.1423974733397","27.5830159004281","27.978623239225","28.4652218862954","28.9611610105442","29.4653152188535","29.9767797460746","30.477682333076","30.9807513436239","31.4887127657359","32.0012691771684","32.5184850013261","33.0404618759473","33.5679658053133","34.1013504876956","34.6407348362421",
"Low income","LIC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","13.3386782824355","13.6801131060342","14.0225218993738","14.3723635891059","14.7356501947235","15.1170892592035","15.5167820033506","15.935138691198","16.4252390830977","16.9782488010314","17.5242624752434","17.8800434036774","18.2403407923726","18.595157427755","18.9300594318174","19.2655187975062","19.5639111960665","19.8700319148424","20.1708044211672","20.4486862540323","20.7373248433131","21.0598875436658","21.3826988395131","21.7248641790175","22.1037259842154","22.5124474511415","22.9114416278239","23.3025907236116","23.6988859028693","24.0797166684804","24.4828101929559","24.8629305174531","25.2373469506491","25.6020999996778","25.8696118975058","26.11816790708","26.3530105416699","26.5985980713684","26.8281566709653","27.0571185435466","27.2908366726336","27.527742259447","27.7662478996986","28.0013431744223","28.2454515166226","28.5171680964803","28.8039222305443","29.0174068660694","29.3722465543113","29.7229785672243","30.0635845642637","30.3359512402601","30.5796161061966","30.8275841342753","31.0944454590203","31.4385367070626","31.8016033447914","32.1827512605869","32.5842249292872","33.0070672194324","33.4508610838983",
"Liechtenstein","LIE","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","20.437","20.315","20.102","19.89","19.679","19.471","19.264","19.059","18.855","18.654","18.453","18.364","18.354","18.344","18.334","18.324","18.314","18.304","18.294","18.284","18.274","18.187","18.043","17.901","17.759","17.619","17.479","17.34","17.201","17.064","16.928","16.821","16.736","16.651","16.566","16.482","16.29","15.994","15.702","15.414","15.13","14.962","14.906","14.85","14.795","14.739","14.684","14.629","14.574","14.519","14.464","14.41","14.367","14.334","14.313","14.303","14.303","14.315","14.338","14.371","14.416",
"Sri Lanka","LKA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","16.431","16.592","16.753","16.916","17.014","17.11","17.207","17.304","17.402","17.5","17.598","17.697","17.796","17.896","17.996","18.097","18.198","18.299","18.401","18.504","18.607","18.676","18.66","18.644","18.629","18.613","18.597","18.582","18.566","18.551","18.535","18.52","18.504","18.489","18.473","18.458","18.442","18.427","18.411","18.396","18.38","18.365","18.349","18.334","18.319","18.303","18.288","18.272","18.257","18.242","18.226","18.211","18.196","18.198","18.218","18.256","18.311","18.384","18.476","18.585","18.713",
"Lower middle income","LMC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","19.6756483656083","19.9196552816154","20.1977081955374","20.4799657772092","20.7653870551455","21.0552487905362","21.3403041996784","21.6249561280296","21.9165307662516","22.2124803064122","22.5103993369617","22.8356622258362","23.2274099626344","23.6303808019456","24.0424721205199","24.3191903683479","24.7371914901431","25.1548807193683","25.5826724332327","26.0051490204803","26.4430703921082","26.8803126983114","27.2434880706576","27.6164439194089","28.0002902127537","28.3904004205409","28.7870761754437","29.1816458179875","29.575463480789","29.9643548304905","30.3864572049658","30.7253139111736","31.0599355697733","31.3911239253312","31.720318617604","32.0434337490832","32.3703114352084","32.7007061646262","33.0332406841096","33.3650700094962","33.7053932473765","34.0545745146935","34.4490259886669","34.8510908969031","35.2578535137335","35.6704633071166","36.0849249523525","36.5029351415357","36.9271256909735","37.3575291634683","37.7947045925278","38.2334186367083","38.6762806638527","39.1250709235042","39.5796134834251","40.0410970236895","40.5074667658816","40.9799429645949","41.4601417025795","41.9479881410446","42.4431319430444",
"Low & middle income","LMY","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","23.6092663401542","24.1119376586474","24.5926475721978","25.0438956668655","25.5021923427068","25.7411599377337","25.9705200828437","26.2137974138306","26.4612796594383","26.7082038906442","26.9531009135662","27.203965644436","27.4878919289233","27.8084848243629","28.1665164418046","28.4708256492896","28.8268656938143","29.1869511330143","29.6418169123863","30.1803808993701","30.7264212698348","31.2805021051942","31.8004491585459","32.2835779647017","32.7816008077121","33.2817827950654","33.7772970092697","34.2664284093336","34.7534019708773","35.226810162363","35.7016937067953","36.1652349027752","36.624219847215","37.081338963909","37.5340555888757","37.9841620408683","38.435562163737","38.8917607190073","39.3517620167012","39.8131719460555","40.2837170763575","40.8047606186319","41.3723110669051","41.9475950525471","42.526545424297","43.109597381571","43.6831694525846","44.2451407531848","44.821484424099","45.3990700161586","45.9782902944033","46.5329286423967","47.0781503573449","47.622446400359","48.1670453296811","48.7147538638246","49.2607392151537","49.8042975195166","50.3402203950962","50.8687651930143","51.3911225137508",
"Lesotho","LSO","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","3.512","3.96","4.464","5.029","5.661","6.366","7.065","7.425","7.802","8.196","8.608","9.039","9.474","9.905","10.355","10.822","11.213","11.272","11.331","11.39","11.45","11.51","11.57","11.63","11.691","11.752","11.905","12.394","12.901","13.425","13.967","14.527","15.106","15.703","16.319","16.955","17.571","18.049","18.538","19.038","19.548","20.067","20.597","21.137","21.689","22.249","22.82","23.304","23.796","24.293","24.798","25.31","25.704","26.101","26.502","26.908","27.317","27.73","28.153","28.585","29.028",
"Late-demographic dividend","LTE","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","26.2298156020456","26.9933942330302","27.6475704420234","28.2085572690432","28.7828393450946","28.8856515280719","28.9645662937957","29.0796801419545","29.1977814055757","29.3074880419369","29.410422247548","29.5011878870276","29.6122719955329","29.7988025008431","30.0659985860225","30.3518514780804","30.6233477142369","30.9081474035587","31.3919926283351","32.0667157086125","32.7438822516775","33.4209297856905","34.0906131800684","34.6692364291269","35.2699272823332","35.8687643501301","36.4584876158083","37.042812163707","37.6299715668109","38.2003468042171","38.7513054976955","39.3846382216276","39.971867474763","40.6315152902593","41.3006192959353","42.0193665982158","42.7034792763058","43.4038349679236","44.1199707602505","44.8506951540605","45.6034030070629","46.4817608682569","47.4329222321879","48.402062706174","49.387582640182","50.3850681913505","51.3682877753235","52.3472161237326","53.3337437773922","54.3203851267014","55.3073775603597","56.2379074322106","57.1447631698177","58.0426746055128","58.9372018521088","59.8281078134308","60.7148516809681","61.5931958633125","62.4523682211919","63.2931496915898","64.1097903624904",
"Lithuania","LTU","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","39.46","40.443","41.435","42.434","43.441","44.45","45.465","46.484","47.507","48.53","49.555","50.719","51.968","53.21","54.451","55.685","56.915","58.132","59.342","60.361","61.158","61.946","62.73","63.506","64.277","65.038","65.793","66.54","67.28","67.642","67.583","67.523","67.464","67.404","67.345","67.285","67.225","67.166","67.106","67.046","66.986","66.919","66.828","66.737","66.646","66.635","66.706","66.777","66.848","66.842","66.757","66.741","66.864","66.986","67.108","67.23","67.366","67.516","67.679","67.855","68.046",
"Luxembourg","LUX","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","69.556","69.927","70.443","70.953","71.459","71.958","72.452","72.941","73.425","73.902","74.374","74.916","75.528","76.127","76.717","77.297","77.867","78.426","78.975","79.513","80.042","80.444","80.501","80.557","80.613","80.669","80.725","80.78","80.836","80.891","80.947","81.13","81.528","81.857","82.482","82.893","82.825","82.779","82.893","83.448","84.216","84.843","85.299","85.743","86.177","86.598","87.009","87.409","87.8","88.178","88.547","88.906","89.249","89.574","89.884","90.179","90.46","90.727","90.981","91.223","91.453",
"Latvia","LVA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","52.867","53.663","54.459","55.253","56.045","56.832","57.617","58.398","59.175","59.946","60.713","61.433","62.122","62.805","63.484","64.157","64.826","65.487","66.143","66.686","67.095","67.44","67.722","68.003","68.283","68.56","68.782","68.947","69.112","69.2","69.25","69.201","68.852","68.799","68.901","68.75","68.65","68.6","68.451","68.22","68.067","67.95","67.85","67.8","67.9","68","67.967","67.9","67.834","67.814","67.841","67.869","67.897","67.925","67.952","67.98","68.021","68.075","68.142","68.222","68.315",
"Macao SAR, China","MAC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","95.289","95.328","95.556","95.773","95.98","96.177","96.365","96.544","96.715","96.877","97.032","97.208","97.397","97.573","97.738","97.891","98.035","98.169","98.294","98.41","98.519","98.655","98.889","99.084","99.244","99.377","99.486","99.576","99.651","99.712","99.763","99.805","99.839","99.867","99.891","99.91","99.98","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"St. Martin (French part)","MAF","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","29.357","29.849","30.345","30.846","31.353","31.862","32.377","32.896","33.419","33.946","34.477","35.012","35.675","36.349","37.029","37.714","38.405","39.099","39.798","40.502","41.21","41.92","42.634","43.347","44.063","44.779","45.498","46.219","46.943","47.666","48.391","49.117","49.844","50.569","51.295","51.692","52.022","52.35","52.678","53.007","53.335","53.662","53.99","54.317","54.644","55.174","55.746","56.317","56.886","57.452","58.018","58.581","59.142","59.7","60.256","60.809","61.36","61.908","62.453","62.994","63.532",
"Monaco","MCO","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Moldova","MDA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","23.424","24.216","25.027","25.856","26.703","27.566","28.447","29.345","30.26","31.189","32.068","32.879","33.701","34.531","35.372","36.222","37.082","37.948","38.822","39.64","40.387","41.136","41.891","42.649","43.412","44.176","44.944","45.714","46.488","46.856","46.762","46.669","46.575","46.481","46.387","46.294","46.2","45.797","45.394","44.992","44.589","44.189","43.789","43.389","42.99","42.775","42.744","42.713","42.682","42.651","42.62","42.589","42.558","42.527","42.496","42.49","42.511","42.557","42.629","42.726","42.849",
"Madagascar","MDG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","10.642","10.971","11.309","11.657","12.014","12.379","12.747","13.074","13.41","13.751","14.1","14.526","14.964","15.411","15.869","16.334","16.755","17.184","17.622","18.068","18.524","18.988","19.461","19.943","20.434","20.933","21.442","21.959","22.487","23.021","23.566","24.119","24.681","25.251","25.536","25.796","26.058","26.321","26.586","26.853","27.121","27.391","27.663","27.936","28.211","28.814","29.425","30.043","30.67","31.301","31.938","32.58","33.227","33.878","34.534","35.193","35.856","36.522","37.191","37.861","38.534",
"Maldives","MDV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","11.173","11.23","11.288","11.345","11.404","11.458","11.393","11.336","11.516","11.698","11.893","12.842","13.858","14.936","16.085","17.304","18.596","19.958","20.978","21.607","22.25","22.905","23.574","24.257","24.954","25.491","25.57","25.648","25.727","25.806","25.84","25.776","25.713","25.649","25.586","25.638","26.008","26.379","26.755","27.134","27.706","28.859","30.042","31.252","32.49","33.75","34.794","35.2","35.61","36.021","36.434","36.849","37.267","37.685","38.106","38.529","38.954","39.38","39.808","40.238","40.669",
"Middle East & North Africa","MEA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","34.9190994986276","35.6786061296706","36.4471628664138","37.2254777115002","38.0320006630955","38.8704762846641","39.6629446159357","40.3986855949118","41.1380516172931","41.8881604883503","42.6539460359281","43.4029480815084","44.1626098142867","44.9358659386773","45.675916842636","46.3895533424049","47.09115664701","47.7388437161353","48.3638622381643","48.9830520974221","49.6095324419083","50.2340640195673","50.8503573005301","51.4599832250995","52.0585144427594","52.6404126749219","53.2152223789199","53.6974334857012","54.1025957198523","54.472764216484","54.9404438398467","55.3185361850733","55.420902415008","55.8470367588508","56.2517562766938","56.8316540929006","57.1574385120784","57.4951164906264","57.8539475320485","58.223269350404","58.5956739086839","58.9717105676017","59.3429539427992","59.7163398298785","60.098188111351","60.5241568832915","60.9667316667018","61.3951846545032","61.8161737581101","62.2380073747348","62.6566219963199","63.0019834611492","63.340248808382","63.6742762941818","64.0000455246673","64.3709008546207","64.7196042662877","65.0527264346094","65.3722058478715","65.6787446510615","65.9741365430288",
"Mexico","MEX","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","50.753","51.59","52.428","53.265","54.1","54.931","55.761","56.587","57.411","58.229","59.021","59.779","60.532","61.279","62.022","62.759","63.491","64.215","64.934","65.646","66.339","66.87","67.396","67.919","68.437","68.95","69.459","69.963","70.462","70.956","71.419","71.816","72.209","72.598","72.985","73.368","73.67","73.929","74.186","74.441","74.722","75.045","75.365","75.682","75.997","76.308","76.616","76.92","77.222","77.52","77.815","78.111","78.405","78.699","78.993","79.285","79.577","79.867","80.156","80.444","80.731",
"Marshall Islands","MHL","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","35.584","36.959","38.358","39.776","41.214","42.663","44.126","45.6","48.229","50.861","53.492","56.103","58.685","61.212","61.093","60.632","60.168","59.704","59.237","58.769","58.298","58.826","59.614","60.396","61.175","61.945","62.711","63.47","64.224","64.714","65.054","65.392","65.728","66.063","66.396","66.727","67.058","67.385","67.712","68.053","68.58","69.101","69.618","70.13","70.637","71.138","71.635","72.126","72.613","73.093","73.568","74.038","74.498","74.946","75.384","75.811","76.228","76.634","77.031","77.417","77.794",
"Middle income","MIC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","24.2725008886634","24.7920830733185","25.2844324854157","25.7416435029643","26.2061801802973","26.4363080272707","26.6548973662857","26.8879356532158","27.1209197822119","27.3489512667298","27.5751262314978","27.8201198689972","28.1005395246909","28.4206977168847","28.7825075237107","29.0875475737909","29.4507149764717","29.8181185816548","30.287142649425","30.8470690900491","31.414279118698","31.987527096644","32.5238264800032","33.0196145815321","33.5294449634926","34.0400460925422","34.5467349999198","35.0475493950135","35.5465158790131","36.0332911181072","36.5210430430214","37.0001603691259","37.4763097989537","37.9521553337716","38.4311496055532","38.9091042334446","39.3895969728621","39.8746438436608","40.3657834527044","40.8598661671554","41.3651375485054","41.92676745656","42.5405457819625","43.1647169353732","43.7936477554554","44.4259272540945","45.0479044675401","45.6654099504502","46.286324400791","46.9092886994236","47.5351292085156","48.1406450480889","48.7389730697603","49.3364461257018","49.9335602482163","50.5277226908891","51.119448052215","51.7080066008993","52.287986575651","52.8595259226217","53.4236512530182",
"North Macedonia","MKD","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","34.02","35.214","36.473","37.75","39.047","40.355","41.68","43.016","44.364","45.718","47.079","48.246","48.827","49.407","49.988","50.569","51.151","51.73","52.31","52.889","53.469","54.007","54.43","54.853","55.276","55.696","56.117","56.536","56.955","57.373","57.789","58.234","58.764","59.291","59.794","59.587","59.38","59.172","58.965","58.757","58.548","58.339","58.13","57.921","57.711","57.532","57.383","57.264","57.175","57.117","57.089","57.092","57.125","57.189","57.284","57.408","57.563","57.748","57.963","58.208","58.482",
"Mali","MLI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","11.066","11.361","11.662","11.97","12.286","12.608","12.938","13.274","13.619","13.971","14.33","14.697","15.072","15.454","15.845","16.244","16.651","17.083","17.54","18.007","18.484","18.97","19.466","19.972","20.488","21.013","21.548","22.069","22.482","22.899","23.322","23.751","24.186","24.624","25.069","25.519","25.975","26.434","26.948","27.646","28.356","29.075","29.806","30.547","31.3","32.06","32.832","33.612","34.403","35.2","35.999","36.799","37.599","38.398","39.196","39.991","40.783","41.572","42.356","43.136","43.909",
"Malta","MLT","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","90.129","90.069","90.008","89.948","89.886","89.825","89.764","89.702","89.682","89.69","89.699","89.708","89.716","89.725","89.734","89.742","89.751","89.76","89.768","89.777","89.785","89.794","89.803","89.811","89.82","89.828","89.907","90.028","90.147","90.265","90.381","90.497","90.611","90.723","90.835","90.946","91.181","91.492","91.793","92.085","92.368","92.641","92.905","93.16","93.407","93.645","93.784","93.857","93.929","94.001","94.072","94.141","94.211","94.279","94.347","94.414","94.48","94.546","94.612","94.678","94.744",
"Myanmar","MMR","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","19.226","19.566","19.91","20.259","20.613","20.971","21.334","21.701","22.073","22.449","22.83","23.215","23.606","23.903","23.913","23.922","23.933","23.942","23.952","23.962","23.973","23.982","23.993","24.042","24.212","24.381","24.552","24.724","24.896","25.069","25.243","25.418","25.593","25.769","25.946","26.124","26.303","26.482","26.663","26.843","27.025","27.208","27.391","27.575","27.76","27.946","28.132","28.319","28.507","28.695","28.885","29.075","29.266","29.457","29.65","29.858","30.082","30.322","30.579","30.852","31.141",
"Middle East & North Africa (excluding high income)","MNA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","33.8339407788387","34.5576125858031","35.2808121195659","36.0085721025726","36.7476583382136","37.5240929560379","38.2563595888056","38.908148437194","39.5826644333875","40.2603814559566","40.9422356405158","41.6028657141974","42.2766493887687","42.9493056366479","43.592786307995","44.2266849714925","44.8460021741617","45.405592038301","45.9408755899989","46.466170059325","47.0014868248253","47.5407471937086","48.0742068909068","48.6038278111166","49.1329796619122","49.6425499345104","50.1501058624147","50.5931798151868","50.9563713320704","51.2916000295656","51.7674697294814","52.1067667742376","52.5086936312847","52.9279197881207","53.3408957267263","53.6971829017075","54.0319209690332","54.3690343371351","54.7237973231688","55.0848296618166","55.4468289053457","55.8095573322798","56.1739036437712","56.5354731579456","56.8891048362074","57.2716614684189","57.6536015732943","58.0053164428995","58.3442949942863","58.6889092997266","59.050954739784","59.342410272166","59.6374106288218","59.9401022516086","60.241577522413","60.6016311045816","60.9418871269557","61.2710150776023","61.5912462323821","61.903399869277","62.2098285066013",
"Montenegro","MNE","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","18.788","19.502","20.237","20.993","21.77","22.566","23.383","24.22","25.079","25.955","26.853","27.769","28.706","29.659","30.632","31.622","32.63","33.652","34.69","35.744","36.813","37.892","38.984","40.088","41.204","42.325","43.456","44.594","45.739","46.886","48.037","49.165","50.218","51.267","52.317","53.365","54.412","55.451","56.488","57.518","58.544","59.559","60.568","61.568","62.127","62.465","62.803","63.139","63.475","63.808","64.14","64.472","64.804","65.137","65.471","65.806","66.141","66.477","66.813","67.15","67.488",
"Mongolia","MNG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","35.679","37.682","39.73","41.056","41.585","42.114","42.647","43.181","43.717","44.336","45.052","45.77","46.491","47.211","47.933","48.656","49.381","50.103","50.827","51.488","52.083","52.676","53.268","53.86","54.452","55.04","55.628","56.215","56.8","57.078","57.033","56.987","56.942","56.896","56.851","56.805","56.76","56.714","56.669","56.623","57.133","58.222","59.304","60.378","61.443","62.494","63.535","64.564","65.581","66.58","67.567","67.963","68.03","68.097","68.163","68.23","68.297","68.363","68.445","68.543","68.657",
"Northern Mariana Islands","MNP","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","51.219","52.741","54.26","55.771","57.274","58.759","60.231","61.688","64.592","67.384","70.062","72.609","75.021","77.28","79.016","80.554","82.007","83.37","84.651","85.85","86.784","87.117","87.444","87.763","88.076","88.381","88.679","88.971","89.257","89.535","89.731","89.697","89.662","89.627","89.592","89.557","89.655","89.784","89.912","90.038","90.152","90.235","90.316","90.398","90.478","90.558","90.638","90.716","90.795","90.872","90.949","91.028","91.108","91.19","91.273","91.357","91.443","91.53","91.618","91.708","91.798",
"Mozambique","MOZ","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","6.868","7.051","7.246","7.445","7.65","7.86","8.075","8.296","8.522","8.753","8.99","9.298","9.671","10.056","10.456","10.869","11.297","11.739","12.197","12.669","13.158","14.051","15.035","16.074","17.172","18.326","19.541","20.815","22.152","23.545","25","25.487","25.98","26.479","26.984","27.495","28.013","28.535","28.742","28.92","29.098","29.277","29.457","29.637","29.818","29.999","30.182","30.364","30.832","31.328","31.83","32.336","32.846","33.36","33.878","34.4","34.926","35.455","35.988","36.528","37.074",
"Mauritania","MRT","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","6.88","7.435","8.031","8.671","9.357","10.09","10.874","11.712","12.606","13.554","14.564","15.636","16.773","17.971","19.237","20.569","21.971","23.327","24.627","25.975","27.371","28.81","30.295","31.822","33.391","34.994","36.634","38.305","39.57","39.447","39.323","39.199","39.075","38.952","38.829","38.705","38.582","38.459","38.337","38.214","38.091","38.616","39.48","40.351","41.229","42.111","42.998","43.89","44.788","45.686","46.588","47.493","48.4","49.306","50.203","51.089","51.962","52.824","53.672","54.507","55.327",
"Mauritius","MUS","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","35.111","35.829","36.555","37.286","38.025","38.767","39.516","40.269","41.028","41.79","42.556","43.326","44.1","43.881","43.662","43.443","43.224","43.005","42.787","42.569","42.351","42.134","41.917","41.701","42.012","42.325","42.639","42.953","43.269","43.584","43.9","43.777","43.653","43.53","43.407","43.284","43.161","43.038","42.916","42.793","42.67","42.559","42.447","42.335","42.223","42.112","42","41.889","41.777","41.666","41.555","41.444","41.332","41.222","41.111","41","40.91","40.841","40.793","40.766","40.76",
"Malawi","MWI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","4.39","4.489","4.59","4.694","4.8","4.908","5.018","5.249","5.505","5.773","6.053","6.345","6.651","6.97","7.304","7.652","8.015","8.394","8.636","8.841","9.05","9.263","9.481","9.704","9.931","10.163","10.4","10.641","10.934","11.243","11.56","11.885","12.218","12.558","12.907","13.263","13.629","14.002","14.384","14.522","14.61","14.698","14.786","14.875","14.964","15.054","15.144","15.235","15.326","15.429","15.544","15.672","15.812","15.966","16.132","16.313","16.506","16.714","16.937","17.174","17.427",
"Malaysia","MYS","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","26.598","27.241","27.895","28.558","29.232","29.913","30.604","31.304","32.013","32.729","33.454","34.271","35.104","35.944","36.794","37.652","38.519","39.391","40.271","41.158","42.044","42.807","43.574","44.345","45.119","45.893","46.671","47.45","48.232","49.012","49.794","50.576","51.814","53.109","54.402","55.688","56.969","58.237","59.496","60.742","61.977","62.922","63.856","64.78","65.694","66.594","67.483","68.36","69.225","70.075","70.912","71.609","72.275","72.93","73.577","74.213","74.84","75.447","76.036","76.607","77.16",
"North America","NAC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","69.9184025592192","70.3195452396569","70.7397837119746","71.1563654139158","71.569387653961","71.9787176396327","72.3826157048634","72.7621984341351","73.1385496900719","73.5112239016084","73.8016579001992","73.8561263461651","73.8538605469464","73.8518283404081","73.8501285159013","73.8483048670236","73.8474379503204","73.860581008892","73.8724474871297","73.8851269721564","73.9311267000191","74.0734515357367","74.2267619128319","74.3797264465238","74.5308007506036","74.6816924055913","74.8315743389423","74.9685413789733","75.1053646667934","75.2409014571419","75.433269385553","75.7977724060751","76.1805739886747","76.5587808007626","76.9331928406778","77.303026135342","77.6716844395965","78.0452053948431","78.4154931912791","78.7816690106203","79.102424122048","79.2946418428749","79.46014242817","79.6247761798829","79.789293363425","79.9510092230201","80.1140965269405","80.2853299051227","80.4555795945244","80.624752343843","80.7919856371466","80.9626420370896","81.1243012236089","81.2903741868684","81.459871950822","81.6330936928194","81.8087700069008","81.989639701161","82.1730642609769","82.3617079816715","82.5530665548055",
"Namibia","NAM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","17.909","18.334","18.748","19.17","19.6","20.035","20.478","20.929","21.387","21.852","22.292","22.559","22.829","23.1","23.374","23.651","23.929","24.21","24.493","24.778","25.066","25.355","25.611","25.861","26.113","26.366","26.621","26.877","27.136","27.395","27.656","27.919","28.336","28.823","29.316","29.813","30.316","30.823","31.335","31.851","32.373","32.898","33.766","34.709","35.666","36.632","37.61","38.598","39.597","40.601","41.616","42.637","43.693","44.756","45.826","46.9","47.961","49.005","50.032","51.042","52.033",
"New Caledonia","NCL","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","37.36","38.781","40.224","41.684","43.161","44.646","46.142","47.646","49.156","50.442","51.232","52.022","52.811","53.597","54.382","55.165","55.873","56.262","56.651","57.039","57.426","57.812","58.197","58.532","58.683","58.834","58.985","59.135","59.286","59.434","59.577","59.719","59.862","60.004","60.146","60.288","60.475","60.838","61.199","61.559","61.919","62.276","62.632","62.987","63.341","63.965","64.638","65.306","65.969","66.624","67.102","67.565","68.024","68.479","68.931","69.379","69.821","70.256","70.683","71.104","71.518",
"Niger","NER","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","5.793","5.896","6","6.259","6.529","6.809","7.1","7.493","7.906","8.339","8.794","9.271","9.772","10.296","10.845","11.419","12.021","12.648","13.025","13.233","13.443","13.656","13.871","14.09","14.312","14.536","14.763","14.993","15.209","15.289","15.368","15.449","15.529","15.61","15.691","15.773","15.855","15.937","16.02","16.103","16.186","16.26","16.255","16.251","16.247","16.242","16.238","16.234","16.229","16.225","16.221","16.216","16.212","16.208","16.219","16.247","16.29","16.35","16.425","16.517","16.626",
"Nigeria","NGA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","15.41","15.633","15.858","16.087","16.318","16.551","16.788","17.027","17.269","17.513","17.76","18.151","18.549","18.952","19.363","19.78","20.205","20.636","21.074","21.518","21.97","22.671","23.389","24.122","24.872","25.635","26.414","27.209","28.019","28.842","29.68","30.176","30.677","31.182","31.691","32.205","32.725","33.247","33.773","34.304","34.84","35.669","36.508","37.356","38.212","39.074","39.943","40.819","41.702","42.588","43.48","44.366","45.246","46.118","46.982","47.838","48.683","49.519","50.344","51.157","51.958",
